,SK_ID_CURR,TARGET,C_CNT_CHILDREN,C_AMT_INCOME_TOTAL,C_AMT_CREDIT,C_AMT_ANNUITY,C_AMT_GOODS_PRICE,C_OWN_CAR_AGE,C_TOTALAREA_MODE,D_OCCUPATION_TYPE,D_NAME_CONTRACT_TYPE,D_CODE_GENDER,D_FLAG_OWN_CAR,D_FLAG_OWN_REALTY,D_NAME_INCOME_TYPE,D_NAME_EDUCATION_TYPE,D_NAME_FAMILY_STATUS,D_NAME_HOUSING_TYPE,D_FLAG_PHONE,D_WEEKDAY_APPR_PROCESS_START,D_NAME_TYPE_SUITE,D_HOUSETYPE_MODE,D_WALLSMATERIAL_MODE
290,283513,0,0,90000.0,448056.0,16222.5,315000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,FRIDAY,Family,,
291,138514,0,0,112500.0,1012500.0,40284.0,1012500.0,,0.016,Sales staff,Cash loans,F,N,N,Working,Secondary / secondary special,Married,House / apartment,1,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
292,181728,0,0,225000.0,755190.0,36459.0,675000.0,,0.1315,Laborers,Cash loans,M,N,Y,Commercial associate,Higher education,Single / not married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,"Stone, brick"
293,431158,0,0,112500.0,450000.0,29299.5,450000.0,,,Secretaries,Cash loans,F,N,Y,Working,Incomplete higher,Single / not married,House / apartment,0,FRIDAY,Unaccompanied,,
294,192835,0,2,112500.0,512338.5,24916.5,423000.0,,0.0878,Core staff,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,0,THURSDAY,Unaccompanied,,
295,209618,0,2,112500.0,247275.0,19548.0,225000.0,,0.0865,,Cash loans,F,N,Y,Commercial associate,Higher education,Married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,"Stone, brick"
296,419136,0,0,108000.0,900000.0,38263.5,900000.0,,0.176,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
297,300505,0,0,180000.0,1084383.0,35838.0,823500.0,,0.2412,,Cash loans,F,N,Y,Working,Secondary / secondary special,Separated,House / apartment,1,THURSDAY,Family,block of flats,Panel
298,120181,0,2,270000.0,1223010.0,48631.5,1125000.0,,0.0068,Medicine staff,Cash loans,F,N,Y,State servant,Secondary / secondary special,Married,Municipal apartment,0,MONDAY,Children,block of flats,
299,139498,0,1,90000.0,343377.0,17910.0,283500.0,,0.0476,,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
300,130780,0,0,112500.0,814041.0,23931.0,679500.0,,0.0843,,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
301,441404,0,0,67500.0,450000.0,24412.5,450000.0,,,,Cash loans,M,N,N,Pensioner,Lower secondary,Married,House / apartment,0,SATURDAY,"Spouse, partner",,
302,428594,0,0,157500.0,1350000.0,88600.5,1350000.0,,0.0071,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Widow,House / apartment,1,MONDAY,Unaccompanied,block of flats,Block
303,171607,0,0,112500.0,135000.0,6750.0,135000.0,,0.0208,,Revolving loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Family,block of flats,"Stone, brick"
304,311112,0,0,360000.0,1218447.0,33637.5,954000.0,27.0,,Core staff,Cash loans,M,Y,N,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0,TUESDAY,Unaccompanied,,
305,315377,0,0,135000.0,248877.0,13630.5,189000.0,,0.0066,Security staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,FRIDAY,Family,block of flats,"Stone, brick"
306,136080,0,0,126000.0,835164.0,40306.5,733500.0,,0.1895,,Cash loans,M,N,N,Pensioner,Secondary / secondary special,Married,House / apartment,0,SATURDAY,Unaccompanied,,
307,331970,0,0,315000.0,500211.0,50107.5,463500.0,14.0,0.0284,,Cash loans,F,Y,Y,State servant,Higher education,Widow,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Block
308,189900,0,0,112500.0,1493086.5,52029.0,1363500.0,,0.0,Managers,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,1,TUESDAY,Unaccompanied,block of flats,
309,168484,0,0,405000.0,781920.0,61906.5,675000.0,,0.1658,Managers,Cash loans,F,N,Y,Commercial associate,Higher education,Single / not married,House / apartment,1,WEDNESDAY,Unaccompanied,block of flats,Panel
310,264859,0,0,189000.0,244998.0,10921.5,175500.0,,0.0345,Cleaning staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Widow,House / apartment,0,SATURDAY,Unaccompanied,block of flats,"Stone, brick"
311,133897,1,1,180000.0,454500.0,21996.0,454500.0,,,Core staff,Cash loans,F,N,N,Working,Secondary / secondary special,Married,Office apartment,0,FRIDAY,Unaccompanied,,
312,173071,0,0,112500.0,328405.5,19975.5,283500.0,24.0,,Sales staff,Cash loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
313,439932,0,0,202500.0,135000.0,6750.0,135000.0,,0.2124,,Revolving loans,F,N,N,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Monolithic
314,328756,0,0,126000.0,314100.0,11767.5,225000.0,,0.0612,High skill tech staff,Cash loans,M,N,N,Working,Higher education,Single / not married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
315,437249,0,0,90000.0,171900.0,8491.5,112500.0,,0.2685,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Panel
316,311378,1,1,144000.0,900000.0,97060.5,900000.0,,0.2416,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Panel
317,441380,0,0,135000.0,156384.0,16155.0,135000.0,,,Medicine staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,SUNDAY,Unaccompanied,,
318,370226,0,0,135000.0,900000.0,23742.0,900000.0,,,,Cash loans,F,N,N,Working,Higher education,Single / not married,House / apartment,1,TUESDAY,Unaccompanied,,
319,419257,0,2,337500.0,1078200.0,31653.0,900000.0,,0.0056,Laborers,Cash loans,M,N,N,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
320,406240,1,1,72000.0,414792.0,19350.0,315000.0,,,Core staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,1,WEDNESDAY,Family,,
321,327592,0,0,180000.0,432661.5,28525.5,373500.0,,0.1983,,Cash loans,F,N,N,Commercial associate,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Unaccompanied,block of flats,Panel
322,141482,0,0,207000.0,191880.0,21829.5,180000.0,9.0,,Waiters/barmen staff,Cash loans,F,Y,N,Working,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Unaccompanied,,
323,277653,0,0,202500.0,1125000.0,32895.0,1125000.0,2.0,,High skill tech staff,Cash loans,M,Y,N,Working,Higher education,Single / not married,With parents,0,WEDNESDAY,Unaccompanied,,
324,322379,0,0,225000.0,629320.5,24754.5,508500.0,,0.0442,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Panel
325,258121,0,0,225000.0,655614.0,67311.0,607500.0,,0.1051,Sales staff,Cash loans,M,N,N,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,TUESDAY,Unaccompanied,block of flats,Panel
326,400150,0,0,99000.0,180000.0,9000.0,180000.0,,0.0927,Core staff,Revolving loans,M,N,Y,Commercial associate,Secondary / secondary special,Single / not married,With parents,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
327,438276,0,1,135000.0,948582.0,27864.0,679500.0,,0.0704,Core staff,Cash loans,M,N,Y,Working,Secondary / secondary special,Married,With parents,1,FRIDAY,Family,block of flats,Panel
328,371586,0,0,180000.0,1223010.0,51948.0,1125000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,,
329,164038,0,2,225000.0,254700.0,25321.5,225000.0,,0.0527,Core staff,Cash loans,F,N,Y,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0,THURSDAY,Unaccompanied,block of flats,Panel
330,289659,0,0,247500.0,148365.0,10548.0,135000.0,,0.067,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Widow,House / apartment,0,SUNDAY,Unaccompanied,block of flats,Panel
331,228161,0,0,135000.0,675000.0,41427.0,675000.0,23.0,0.1731,Drivers,Cash loans,M,Y,N,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,"Spouse, partner",block of flats,"Stone, brick"
332,421649,0,0,157500.0,808650.0,26217.0,675000.0,64.0,,Accountants,Cash loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Unaccompanied,,
333,110556,0,0,94500.0,409500.0,21037.5,409500.0,,,Cleaning staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Family,,
334,274037,0,2,67500.0,283419.0,15952.5,234000.0,,0.0529,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
335,120653,0,0,216000.0,409716.0,19840.5,342000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,WEDNESDAY,Unaccompanied,,
336,303636,0,0,157500.0,755190.0,32125.5,675000.0,,,Cooking staff,Cash loans,F,N,Y,State servant,Secondary / secondary special,Married,House / apartment,1,TUESDAY,Unaccompanied,,
337,155074,1,0,54000.0,522000.0,20358.0,522000.0,,,Core staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,Office apartment,0,MONDAY,Unaccompanied,,
338,286156,0,1,70200.0,355536.0,18283.5,270000.0,,,Sales staff,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,,
339,438266,0,4,225000.0,808650.0,29839.5,675000.0,64.0,,,Cash loans,F,Y,N,Pensioner,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Family,,
340,295197,0,2,270000.0,720000.0,21181.5,720000.0,,,,Cash loans,M,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Family,,
341,433449,0,1,180000.0,1006920.0,42790.5,900000.0,7.0,0.0686,Laborers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Separated,House / apartment,0,THURSDAY,Unaccompanied,block of flats,Panel
342,120443,0,0,126000.0,835380.0,40320.0,675000.0,,0.0492,Laborers,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
343,209453,0,1,135000.0,787131.0,42066.0,679500.0,,0.1202,Core staff,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,1,THURSDAY,Family,block of flats,Panel
344,256542,0,0,72000.0,1017000.0,37818.0,1017000.0,,0.048,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
345,421340,0,0,270000.0,1236816.0,36292.5,1080000.0,12.0,,,Cash loans,M,Y,N,Pensioner,Higher education,Married,House / apartment,0,THURSDAY,Unaccompanied,,
346,413133,0,2,108000.0,261000.0,14287.5,261000.0,,0.0502,,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,WEDNESDAY,Family,block of flats,"Stone, brick"
347,142619,0,0,270000.0,1154362.5,37237.5,1008000.0,,0.1452,,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,FRIDAY,Unaccompanied,block of flats,Block
348,357960,0,0,112500.0,780363.0,37539.0,697500.0,16.0,,Laborers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,MONDAY,Unaccompanied,,
349,143086,0,1,180000.0,422235.0,23035.5,364500.0,,,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,,
350,311371,0,1,157500.0,270000.0,13500.0,270000.0,9.0,0.3301,Laborers,Revolving loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,TUESDAY,Unaccompanied,block of flats,Panel
351,313070,0,0,157500.0,312003.0,15138.0,211500.0,14.0,,Secretaries,Cash loans,F,Y,N,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
352,454749,0,0,99000.0,450000.0,24543.0,450000.0,40.0,,Laborers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,1,MONDAY,Family,,
353,455172,0,0,90000.0,317443.5,17347.5,256500.0,,,Waiters/barmen staff,Cash loans,F,N,N,Commercial associate,Higher education,Single / not married,With parents,0,THURSDAY,Other_A,,
354,161556,0,0,306000.0,447768.0,30051.0,405000.0,64.0,0.3561,,Cash loans,M,Y,Y,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
355,186180,0,3,94500.0,450000.0,24543.0,450000.0,,,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,,
356,289962,1,1,135000.0,265851.0,21132.0,229500.0,,,Low-skill Laborers,Cash loans,M,N,N,Working,Lower secondary,Married,House / apartment,1,MONDAY,Unaccompanied,,
357,171457,0,0,261000.0,900000.0,69781.5,900000.0,6.0,0.0562,Sales staff,Cash loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,MONDAY,Unaccompanied,block of flats,"Stone, brick"
358,259563,0,0,135000.0,240660.0,11835.0,157500.0,,0.335,Laborers,Cash loans,F,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,MONDAY,Unaccompanied,block of flats,"Stone, brick"
359,258998,0,0,157500.0,808650.0,26217.0,675000.0,,0.1666,,Cash loans,F,N,N,Pensioner,Higher education,Separated,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
360,275025,0,0,90000.0,508495.5,20025.0,454500.0,,,Core staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Family,,
361,381342,0,2,112500.0,269550.0,14242.5,225000.0,15.0,,Laborers,Cash loans,F,Y,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,SUNDAY,"Spouse, partner",,
362,237599,0,1,112500.0,598486.5,21627.0,454500.0,,0.0522,Laborers,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
363,347493,0,1,270000.0,2013840.0,55507.5,1800000.0,6.0,0.0695,Sales staff,Cash loans,M,Y,Y,Working,Incomplete higher,Married,House / apartment,1,TUESDAY,Unaccompanied,block of flats,Panel
364,173525,0,0,225000.0,1113840.0,57001.5,900000.0,,0.1673,Laborers,Cash loans,M,N,N,Working,Secondary / secondary special,Separated,Municipal apartment,0,SATURDAY,Unaccompanied,block of flats,Panel
365,318618,0,0,171000.0,1078200.0,31653.0,900000.0,,,Drivers,Cash loans,M,N,N,Working,Higher education,Married,Municipal apartment,0,TUESDAY,Unaccompanied,,
366,132701,0,1,180000.0,590337.0,26131.5,477000.0,,,Medicine staff,Cash loans,F,N,N,State servant,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,,
367,190710,0,0,202500.0,518562.0,36220.5,463500.0,,0.1563,Accountants,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
368,209100,0,0,121500.0,348264.0,35815.5,315000.0,,0.0515,Drivers,Cash loans,M,N,Y,State servant,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
369,162111,0,0,157500.0,385164.0,18657.0,292500.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Family,,
370,343670,0,1,144000.0,550980.0,40090.5,450000.0,,,Low-skill Laborers,Cash loans,F,N,Y,Working,Secondary / secondary special,Civil marriage,With parents,0,MONDAY,Unaccompanied,,
371,186024,0,0,225000.0,149256.0,16879.5,135000.0,7.0,0.1182,,Cash loans,M,Y,N,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,"Stone, brick"
372,369567,0,0,135000.0,781920.0,34573.5,675000.0,9.0,,Drivers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
373,364516,0,0,112500.0,454500.0,13288.5,454500.0,,,,Cash loans,F,N,N,Pensioner,Secondary / secondary special,Separated,House / apartment,1,WEDNESDAY,Unaccompanied,,
374,257866,0,0,202500.0,450000.0,35685.0,450000.0,10.0,,Core staff,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
375,420831,0,0,139500.0,760225.5,38947.5,679500.0,,0.0607,,Cash loans,M,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
376,331112,0,0,90000.0,675000.0,21906.0,675000.0,64.0,,,Cash loans,F,Y,N,Working,Secondary / secondary special,Single / not married,With parents,0,TUESDAY,Unaccompanied,,
377,368924,0,0,157500.0,640080.0,24129.0,450000.0,,0.0929,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,SUNDAY,Family,block of flats,Panel
378,198925,0,1,81000.0,180000.0,9000.0,585000.0,,0.021,Drivers,Revolving loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,SATURDAY,Unaccompanied,block of flats,"Stone, brick"
379,114225,0,2,315000.0,1130112.0,37480.5,1012500.0,,0.0705,,Cash loans,M,N,Y,Commercial associate,Higher education,Separated,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Panel
380,298802,0,1,135000.0,270000.0,13500.0,270000.0,,,Waiters/barmen staff,Revolving loans,F,N,Y,Working,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,,
381,150742,0,1,90000.0,576072.0,28017.0,405000.0,,0.2147,,Cash loans,M,N,Y,Pensioner,Higher education,Separated,House / apartment,0,THURSDAY,Unaccompanied,block of flats,Panel
382,361092,0,0,202500.0,251091.0,28458.0,238500.0,,0.1479,,Cash loans,F,N,N,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
383,226515,0,1,157500.0,712944.0,34429.5,567000.0,,0.3986,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,block of flats,"Stone, brick"
384,145103,0,0,45000.0,180000.0,8658.0,180000.0,,0.0159,Cleaning staff,Cash loans,M,N,N,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
385,245538,0,0,67500.0,247275.0,19548.0,225000.0,,,,Cash loans,M,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Family,,
386,419494,0,0,117000.0,227520.0,12834.0,180000.0,,0.0428,,Cash loans,F,N,N,Pensioner,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Block
387,254551,0,1,189000.0,1527579.0,53226.0,1395000.0,,0.0092,Laborers,Cash loans,M,N,Y,Working,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Wooden
388,112066,0,2,135000.0,247275.0,19264.5,225000.0,11.0,,Security staff,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,MONDAY,Unaccompanied,,
389,358012,0,0,112500.0,835380.0,45445.5,675000.0,8.0,,Sales staff,Cash loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,,
390,131196,0,0,180000.0,601470.0,30838.5,450000.0,4.0,0.1464,Drivers,Cash loans,M,Y,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,MONDAY,Family,block of flats,"Stone, brick"
391,189860,0,0,135000.0,450000.0,16294.5,450000.0,,0.0388,,Cash loans,F,N,Y,Pensioner,Higher education,Widow,House / apartment,1,THURSDAY,Unaccompanied,block of flats,Mixed
392,195438,0,1,247500.0,807534.0,41359.5,652500.0,,,Core staff,Cash loans,F,N,N,Working,Higher education,Married,House / apartment,0,SUNDAY,Unaccompanied,,
393,161788,0,0,180000.0,765000.0,22495.5,765000.0,11.0,,Laborers,Cash loans,M,Y,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,,
394,410468,0,0,67500.0,337761.0,22977.0,256500.0,,,Private service staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,,
395,361010,0,1,180000.0,1293502.5,35568.0,1129500.0,,,Core staff,Cash loans,F,N,N,State servant,Higher education,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
396,137976,0,2,135000.0,808650.0,26217.0,675000.0,,0.0466,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Married,House / apartment,1,THURSDAY,Unaccompanied,block of flats,Panel
397,367642,0,0,67500.0,553806.0,24525.0,495000.0,3.0,,,Cash loans,F,Y,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,TUESDAY,"Spouse, partner",,
398,263722,0,0,90000.0,263686.5,25816.5,238500.0,,0.0265,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,1,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
399,309419,0,0,90000.0,251280.0,9697.5,180000.0,12.0,,,Cash loans,M,Y,Y,Working,Incomplete higher,Single / not married,House / apartment,0,THURSDAY,Unaccompanied,,
400,298840,0,0,225000.0,1078200.0,34911.0,900000.0,22.0,0.0187,Laborers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,1,SATURDAY,Unaccompanied,block of flats,"Stone, brick"
401,154975,0,1,225000.0,286704.0,17455.5,247500.0,,0.0212,Drivers,Cash loans,M,N,Y,State servant,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,Others
402,253831,0,0,135000.0,364896.0,15588.0,315000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,,
403,171247,0,0,157500.0,675000.0,17937.0,675000.0,,0.0548,Managers,Cash loans,F,N,N,Working,Higher education,Separated,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Panel
404,284862,0,0,135000.0,417024.0,18369.0,360000.0,,0.051,,Cash loans,F,N,N,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,MONDAY,Unaccompanied,,
405,227735,0,0,202500.0,747000.0,29754.0,747000.0,,0.1799,Cleaning staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,1,MONDAY,Other_B,block of flats,Panel
406,413134,0,0,103500.0,517500.0,22054.5,517500.0,,0.0255,Laborers,Cash loans,F,N,Y,Working,Secondary / secondary special,Widow,House / apartment,0,MONDAY,Unaccompanied,block of flats,Panel
407,431711,0,1,157500.0,450000.0,22500.0,450000.0,,,Core staff,Revolving loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Unaccompanied,,
408,236448,0,1,58500.0,343800.0,16155.0,225000.0,,,Laborers,Cash loans,F,N,N,Commercial associate,Secondary / secondary special,Married,House / apartment,0,SUNDAY,Family,,
409,225596,0,2,288000.0,1187370.0,115803.0,1125000.0,3.0,0.1385,Managers,Cash loans,M,Y,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
410,175136,0,0,121500.0,1773963.0,61789.5,1620000.0,,0.0654,High skill tech staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
411,166586,0,0,180000.0,1528200.0,53248.5,1350000.0,18.0,,,Cash loans,F,Y,N,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,THURSDAY,Unaccompanied,,
412,322417,0,0,112500.0,724500.0,21312.0,724500.0,,0.1118,Medicine staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,SATURDAY,Unaccompanied,block of flats,Panel
413,138823,0,2,67500.0,52128.0,5742.0,45000.0,,0.0595,,Cash loans,F,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,MONDAY,Unaccompanied,block of flats,"Stone, brick"
414,276303,0,1,54000.0,229500.0,13302.0,229500.0,17.0,,Core staff,Cash loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,SATURDAY,Unaccompanied,,
415,408111,1,1,112500.0,450000.0,21109.5,450000.0,,,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Separated,House / apartment,0,MONDAY,Unaccompanied,,
416,119911,0,1,157500.0,622413.0,31909.5,495000.0,,0.0604,Sales staff,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Civil marriage,With parents,1,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
417,320766,0,0,180000.0,1096020.0,52857.0,900000.0,1.0,0.1246,High skill tech staff,Cash loans,F,Y,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,1,MONDAY,"Spouse, partner",block of flats,"Stone, brick"
418,416751,0,0,135000.0,1035832.5,29083.5,904500.0,,0.1124,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,SUNDAY,Unaccompanied,block of flats,Panel
419,314559,0,0,112500.0,337500.0,16875.0,337500.0,,,,Revolving loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,SATURDAY,Unaccompanied,,
420,449066,0,1,225000.0,270000.0,13500.0,270000.0,2.0,0.062,Managers,Revolving loans,M,Y,N,Commercial associate,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
421,114153,0,0,90000.0,284400.0,16456.5,225000.0,,0.0782,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Widow,House / apartment,0,WEDNESDAY,Family,block of flats,Block
422,359364,0,0,270000.0,601470.0,32760.0,450000.0,,0.0975,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Widow,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Others
423,211449,0,0,315000.0,180000.0,9000.0,180000.0,18.0,0.1683,Drivers,Revolving loans,M,Y,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
424,231234,0,1,225000.0,1535553.0,40635.0,1372500.0,12.0,,Drivers,Cash loans,M,Y,N,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
425,434003,1,0,45000.0,108072.0,6331.5,85500.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,Office apartment,0,SATURDAY,Unaccompanied,,
426,168128,0,0,112500.0,152820.0,15016.5,135000.0,,0.0707,Cooking staff,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,block of flats,Panel
427,139521,0,1,72000.0,545040.0,25537.5,450000.0,,0.0115,Core staff,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
